merchant_id,merchant_category,date,gross_transaction_amount,refund_amount,chargeback_amount,razorpay_fee,tds_hold,net_settled_amount
mcht_mkt_04,marketplace,2026-06-17,661303.27,46735.19,7050.57,12321.92,6613.03,588582.56
mcht_saas_01,saas_subscription,2026-06-17,99221.5,599.19,0.0,2081.06,992.22,95549.03
mcht_saas_02,saas_subscription,2026-06-17,199954.97,1658.37,0.0,3779.77,1999.55,192517.28
mcht_saas_03,saas_subscription,2026-06-17,360115.7,1923.44,0.0,6544.03,3601.16,348047.07
mcht_saas_04,saas_subscription,2026-06-17,149678.61,447.8,53.12,3163.64,1496.79,144517.26
mcht_d2c_01,d2c_ecommerce,2026-06-18,139185.67,37117.42,0.0,2798.8,1391.86,97877.59
mcht_d2c_02,d2c_ecommerce,2026-06-18,499965.06,0.0,4737.31,9788.63,4999.65,480439.47
mcht_d2c_03,d2c_ecommerce,2026-06-18,270196.66,0.0,2221.93,5237.4,2701.97,260035.36
mcht_d2c_04,d2c_ecommerce,2026-06-18,122158.05,0.0,698.5,2673.01,1221.58,117564.96
mcht_d2c_05,d2c_ecommerce,2026-06-18,68767.62,0.0,0.0,1257.57,687.68,66822.37
mcht_food_01,food_delivery,2026-06-18,88055.3,6591.03,1250.1,1585.82,880.55,77747.8
mcht_food_02,food_delivery,2026-06-18,192330.58,12508.72,0.0,3776.06,1923.31,174122.49
mcht_food_03,food_delivery,2026-06-18,268465.15,19106.29,0.0,5154.92,2684.65,241519.29
mcht_food_04,food_delivery,2026-06-18,65224.87,2715.7,0.0,1261.84,0.0,61247.33
mcht_mkt_01,marketplace,2026-06-18,442919.52,16263.57,8977.31,8807.55,4429.2,404441.89
mcht_mkt_02,marketplace,2026-06-18,437571.96,0.0,0.0,9010.0,4375.72,424186.24
mcht_mkt_03,marketplace,2026-06-18,617954.54,0.0,60153.97,12979.18,6179.55,538641.84
mcht_mkt_04,marketplace,2026-06-18,485170.21,0.0,0.0,8771.67,4851.7,471546.84
mcht_saas_01,saas_subscription,2026-06-18,98004.98,0.0,42.9,2098.15,980.05,94883.88
mcht_saas_02,saas_subscription,2026-06-18,185959.53,0.0,62.15,3972.61,1859.6,180065.17
mcht_saas_03,saas_subscription,2026-06-18,312595.8,847.48,130.73,6333.38,3125.96,302158.25
mcht_saas_04,saas_subscription,2026-06-18,147166.85,748.57,0.0,3136.55,1471.67,141810.06
mcht_d2c_01,d2c_ecommerce,2026-06-19,144971.2,36442.14,566.46,3012.96,1449.71,103499.93
mcht_d2c_02,d2c_ecommerce,2026-06-19,542791.95,41563.65,1590.64,10070.72,5427.92,484139.02
mcht_d2c_03,d2c_ecommerce,2026-06-19,470841.14,0.0,1114.2,9844.58,4708.41,455173.95
mcht_d2c_04,d2c_ecommerce,2026-06-19,102888.11,9473.88,367.27,2242.0,1028.88,89776.08
mcht_d2c_05,d2c_ecommerce,2026-06-19,80668.14,0.0,0.0,1680.66,806.68,78180.8
mcht_food_01,food_delivery,2026-06-19,111224.45,0.0,0.0,2094.57,1112.24,108017.64
mcht_food_02,food_delivery,2026-06-19,208301.32,7169.8,0.0,4402.83,2083.01,194645.68
mcht_food_03,food_delivery,2026-06-19,295905.65,0.0,0.0,6025.73,2959.06,286920.86
mcht_food_04,food_delivery,2026-06-19,81069.8,4511.91,0.0,1527.76,0.0,75030.13
mcht_mkt_01,marketplace,2026-06-19,507803.97,0.0,0.0,9767.89,5078.04,492958.04
mcht_mkt_02,marketplace,2026-06-19,429272.27,42436.16,12659.56,8600.66,4292.72,361283.17
mcht_mkt_03,marketplace,2026-06-19,1002782.08,162915.04,6527.0,18318.77,10027.82,804993.45
mcht_mkt_04,marketplace,2026-06-19,345939.18,0.0,0.0,6410.11,3459.39,336069.68
mcht_saas_01,saas_subscription,2026-06-19,92929.39,259.67,0.0,1857.26,929.29,89883.17
mcht_saas_02,saas_subscription,2026-06-19,174445.58,0.0,157.62,3416.73,1744.46,169126.77
mcht_saas_03,saas_subscription,2026-06-19,305067.64,0.0,0.0,6160.25,3050.68,295856.71
mcht_saas_04,saas_subscription,2026-06-19,144397.46,0.0,0.0,2781.5,1443.97,140171.99
mcht_d2c_01,d2c_ecommerce,2026-06-20,148035.93,0.0,472.42,2852.46,1480.36,143230.69
mcht_d2c_02,d2c_ecommerce,2026-06-20,488431.01,49751.34,0.0,10219.01,4884.31,423576.35
mcht_d2c_03,d2c_ecommerce,2026-06-20,425161.01,73504.91,0.0,8572.85,4251.61,338831.64
mcht_d2c_04,d2c_ecommerce,2026-06-20,105148.45,9644.1,393.96,2126.13,1051.48,91932.78
mcht_d2c_05,d2c_ecommerce,2026-06-20,84509.12,5449.24,0.0,1793.14,845.09,76421.65
mcht_food_01,food_delivery,2026-06-20,158646.36,14060.43,0.0,3282.75,1586.46,139716.72
mcht_food_02,food_delivery,2026-06-20,252556.67,13477.78,0.0,4702.47,2525.57,231850.85
mcht_food_03,food_delivery,2026-06-20,351045.17,27153.03,2206.07,7371.53,3510.45,310804.09
mcht_food_04,food_delivery,2026-06-20,122030.54,3623.92,0.0,2438.52,0.0,115968.1
mcht_mkt_01,marketplace,2026-06-20,637354.68,0.0,0.0,13903.17,6373.55,617077.96
mcht_mkt_02,marketplace,2026-06-20,674939.02,59991.58,17069.85,12294.62,6749.39,578833.58
mcht_mkt_03,marketplace,2026-06-20,971765.76,0.0,12225.79,20129.83,9717.66,929692.48
mcht_mkt_04,marketplace,2026-06-20,363264.93,94415.87,12699.05,7351.28,3632.65,245166.08
mcht_saas_01,saas_subscription,2026-06-20,93428.72,300.67,38.11,1855.78,934.29,90299.87
mcht_saas_02,saas_subscription,2026-06-20,175951.67,1656.17,0.0,3444.49,1759.52,169091.49
mcht_saas_03,saas_subscription,2026-06-20,314428.0,964.56,118.32,5974.9,3144.28,304225.94
mcht_saas_04,saas_subscription,2026-06-20,138559.03,425.38,143.54,2574.61,1385.59,134029.91
mcht_d2c_01,d2c_ecommerce,2026-06-21,146757.97,0.0,0.0,2922.04,1467.58,142368.35
mcht_d2c_02,d2c_ecommerce,2026-06-21,511537.55,0.0,0.0,10912.86,5115.38,495509.31
mcht_d2c_03,d2c_ecommerce,2026-06-21,494402.76,0.0,0.0,9946.01,4944.03,479512.72
mcht_d2c_04,d2c_ecommerce,2026-06-21,154699.45,21947.31,801.82,3088.96,1546.99,127314.37
mcht_d2c_05,d2c_ecommerce,2026-06-21,101299.69,17518.78,0.0,2211.02,1013.0,80556.89
mcht_food_01,food_delivery,2026-06-21,219780.3,6042.85,227.65,4205.4,2197.8,207106.6
mcht_food_02,food_delivery,2026-06-21,401179.27,9942.91,423.3,8495.2,4011.79,378306.07
mcht_food_03,food_delivery,2026-06-21,430076.55,15092.96,463.48,8628.35,4300.77,401590.99
mcht_food_04,food_delivery,2026-06-21,138902.88,0.0,0.0,2627.69,0.0,136275.19
mcht_mkt_01,marketplace,2026-06-21,748929.02,0.0,0.0,14351.45,7489.29,727088.28
mcht_mkt_02,marketplace,2026-06-21,494429.27,25456.1,22236.38,10751.94,4944.29,431040.56
mcht_mkt_03,marketplace,2026-06-21,1698716.9,116998.01,0.0,34793.41,16987.17,1529938.31
mcht_mkt_04,marketplace,2026-06-21,289289.68,31730.67,22183.75,5670.39,2892.9,226811.97
mcht_saas_01,saas_subscription,2026-06-21,93922.72,0.0,0.0,1692.67,939.23,91290.82
mcht_saas_02,saas_subscription,2026-06-21,179122.45,0.0,0.0,3400.45,1791.22,173930.78
mcht_saas_03,saas_subscription,2026-06-21,316808.95,1823.0,0.0,6276.33,3168.09,305541.53
mcht_saas_04,saas_subscription,2026-06-21,134404.95,403.41,0.0,2955.31,1344.05,129702.18
mcht_d2c_01,d2c_ecommerce,2026-06-22,246773.65,42980.54,1184.86,5248.48,2467.74,194892.03
mcht_d2c_02,d2c_ecommerce,2026-06-22,770072.3,82143.12,0.0,15979.97,7700.72,664248.49
mcht_d2c_03,d2c_ecommerce,2026-06-22,597218.96,0.0,1340.73,11216.36,5972.19,578689.68
mcht_d2c_04,d2c_ecommerce,2026-06-22,157016.04,0.0,471.93,3446.59,1570.16,151527.36
mcht_d2c_05,d2c_ecommerce,2026-06-22,139741.5,8580.66,0.0,2839.81,1397.41,126923.62
mcht_food_01,food_delivery,2026-06-22,182717.68,0.0,0.0,3392.48,1827.18,177498.02
mcht_food_02,food_delivery,2026-06-22,296342.01,0.0,1422.07,6447.84,2963.42,285508.68
mcht_food_03,food_delivery,2026-06-22,505073.38,6707.84,0.0,10666.41,5050.73,482648.4
mcht_food_04,food_delivery,2026-06-22,133242.22,4661.43,0.0,2696.63,1332.42,124551.74
mcht_mkt_01,marketplace,2026-06-22,488918.38,66595.52,7233.66,9860.6,4889.18,400339.42
mcht_mkt_02,marketplace,2026-06-22,312060.71,23176.86,14039.94,6130.99,3120.61,265592.31
mcht_mkt_03,marketplace,2026-06-22,1230353.27,43307.5,25845.09,26487.0,12303.53,1122410.15
mcht_mkt_04,marketplace,2026-06-22,192354.61,0.0,9799.35,4216.99,1923.55,176414.72
mcht_saas_01,saas_subscription,2026-06-22,91333.04,553.56,251.44,1931.38,913.33,87683.33
mcht_saas_02,saas_subscription,2026-06-22,169253.83,418.95,0.0,3379.4,1692.54,163762.94
mcht_saas_03,saas_subscription,2026-06-22,288821.39,1938.22,115.84,5300.15,2888.21,278578.97
mcht_saas_04,saas_subscription,2026-06-22,137934.78,503.94,53.19,2499.5,1379.35,133498.8
mcht_saas_05,saas_subscription,2026-06-22,66134.89,462.1,0.0,1336.09,0.0,64336.7
mcht_d2c_01,d2c_ecommerce,2026-06-23,232986.82,22572.32,0.0,4888.39,2329.87,203196.24
mcht_d2c_02,d2c_ecommerce,2026-06-23,770653.98,124614.39,1666.98,14489.82,7706.54,622176.25
mcht_d2c_03,d2c_ecommerce,2026-06-23,463379.45,108405.36,2491.85,9620.43,4633.79,338228.02
mcht_d2c_04,d2c_ecommerce,2026-06-23,188189.68,0.0,468.61,3551.65,1881.9,182287.52
mcht_d2c_05,d2c_ecommerce,2026-06-23,120329.37,0.0,0.0,2410.46,1203.29,116715.62
mcht_food_01,food_delivery,2026-06-23,97874.65,6112.26,284.01,1793.82,978.75,88705.81
mcht_food_02,food_delivery,2026-06-23,138892.48,5162.35,0.0,2976.57,1388.92,129364.64
mcht_food_03,food_delivery,2026-06-23,201821.16,0.0,0.0,3688.98,2018.21,196113.97
mcht_food_04,food_delivery,2026-06-23,51744.81,4351.74,162.7,1014.33,517.45,45698.59
mcht_mkt_01,marketplace,2026-06-23,486032.79,27506.15,0.0,10409.57,4860.33,443256.74
mcht_mkt_02,marketplace,2026-06-23,239649.9,0.0,0.0,4744.54,2396.5,232508.86
mcht_mkt_03,marketplace,2026-06-23,396848.81,0.0,0.0,7435.34,3968.49,385444.98
mcht_mkt_04,marketplace,2026-06-23,544138.63,24955.21,13870.81,11554.66,5441.39,488316.56
mcht_saas_01,saas_subscription,2026-06-23,83754.57,205.25,0.0,1618.38,837.55,81093.39
mcht_saas_02,saas_subscription,2026-06-23,154891.82,0.0,87.02,3287.31,1548.92,149968.57
mcht_saas_03,saas_subscription,2026-06-23,283470.36,0.0,0.0,5920.3,2834.7,274715.36
mcht_saas_04,saas_subscription,2026-06-23,129539.31,984.72,124.05,2641.22,1295.39,124493.93
mcht_saas_05,saas_subscription,2026-06-23,68384.06,0.0,0.0,1310.25,0.0,67073.81
mcht_d2c_01,d2c_ecommerce,2026-06-24,153959.69,0.0,1432.84,3269.15,1539.6,147718.1
mcht_d2c_02,d2c_ecommerce,2026-06-24,381118.52,76396.91,5686.06,8029.17,3811.19,287195.19
mcht_d2c_03,d2c_ecommerce,2026-06-24,387578.37,78730.17,2194.69,7584.19,3875.78,295193.54
mcht_d2c_04,d2c_ecommerce,2026-06-24,129564.6,29098.6,0.0,2429.35,1295.65,96741.0
mcht_d2c_05,d2c_ecommerce,2026-06-24,77748.38,0.0,0.0,1531.77,777.48,75439.13
mcht_food_01,food_delivery,2026-06-24,81929.34,3693.41,256.12,1683.77,819.29,75476.75
mcht_food_02,food_delivery,2026-06-24,180374.36,5753.52,1040.38,3780.4,1803.74,167996.32
mcht_food_03,food_delivery,2026-06-24,258768.8,16221.03,2639.51,5004.98,2587.69,232315.59
mcht_food_04,food_delivery,2026-06-24,60490.15,2960.62,156.27,1305.82,604.9,55462.54
mcht_mkt_01,marketplace,2026-06-24,404784.02,35236.97,0.0,8361.51,4047.84,357137.7
mcht_mkt_02,marketplace,2026-06-24,430880.58,12555.01,0.0,8541.83,4308.81,405474.93
mcht_mkt_03,marketplace,2026-06-24,721302.07,99820.58,0.0,15275.07,7213.02,598993.4
mcht_mkt_04,marketplace,2026-06-24,758775.57,26451.86,28497.18,14103.44,7587.76,682135.33
mcht_saas_01,saas_subscription,2026-06-24,99788.17,0.0,0.0,2146.95,997.88,96643.34
mcht_saas_02,saas_subscription,2026-06-24,188693.77,1151.14,148.31,4072.14,1886.94,181435.24
mcht_saas_03,saas_subscription,2026-06-24,314577.87,877.92,242.67,5941.37,3145.78,304370.13
mcht_saas_04,saas_subscription,2026-06-24,153247.53,0.0,60.3,3157.03,1532.48,148497.72
mcht_saas_05,saas_subscription,2026-06-24,73748.54,0.0,0.0,1614.08,0.0,72134.46
mcht_d2c_01,d2c_ecommerce,2026-06-25,135581.72,51762.52,834.34,2975.93,1355.82,78653.11
mcht_d2c_02,d2c_ecommerce,2026-06-25,418904.17,125150.01,2468.47,7958.34,4189.04,279138.31
mcht_d2c_03,d2c_ecommerce,2026-06-25,346059.02,0.0,0.0,6482.04,3460.59,336116.39
mcht_d2c_04,d2c_ecommerce,2026-06-25,132538.03,0.0,842.68,2896.32,1325.38,127473.65
mcht_d2c_05,d2c_ecommerce,2026-06-25,69670.71,8124.43,976.82,1449.51,696.71,58423.24
mcht_food_01,food_delivery,2026-06-25,92349.78,0.0,0.0,1882.04,923.5,89544.24
mcht_food_02,food_delivery,2026-06-25,179845.71,5711.7,0.0,3705.81,1798.46,168629.74
mcht_food_03,food_delivery,2026-06-25,249623.12,7945.74,516.02,5451.58,2496.23,233213.55
mcht_food_04,food_delivery,2026-06-25,74729.06,3402.58,0.0,1622.49,747.29,68956.7
mcht_mkt_01,marketplace,2026-06-25,643898.48,46456.1,0.0,12421.51,6438.98,578581.89
mcht_mkt_02,marketplace,2026-06-25,602752.02,31911.81,13771.32,11729.62,6027.52,539311.75
mcht_mkt_03,marketplace,2026-06-25,870621.13,124361.14,45038.19,18683.06,8706.21,673832.53
mcht_mkt_04,marketplace,2026-06-25,232306.06,22664.07,25859.59,4568.8,2323.06,176890.54
mcht_saas_01,saas_subscription,2026-06-25,92859.74,286.56,45.5,1810.04,928.6,89789.04
mcht_saas_02,saas_subscription,2026-06-25,184150.85,474.21,142.27,3366.36,1841.51,178326.5
mcht_saas_03,saas_subscription,2026-06-25,316283.97,828.22,154.93,5937.77,3162.84,306200.21
mcht_saas_04,saas_subscription,2026-06-25,147949.42,310.74,52.71,3066.57,1479.49,143039.91
mcht_saas_05,saas_subscription,2026-06-25,75682.74,676.95,0.0,1550.49,0.0,73455.3
mcht_d2c_01,d2c_ecommerce,2026-06-26,181757.23,13758.51,1247.11,3540.87,1817.57,161393.17
mcht_d2c_02,d2c_ecommerce,2026-06-26,446668.21,47747.46,1699.87,9396.99,4466.68,383357.21
mcht_d2c_03,d2c_ecommerce,2026-06-26,408459.44,54393.19,0.0,8894.26,4084.59,341087.4
mcht_d2c_04,d2c_ecommerce,2026-06-26,127037.0,30507.75,377.44,2636.88,1270.37,92244.56
mcht_d2c_05,d2c_ecommerce,2026-06-26,70486.15,21094.69,0.0,1528.37,704.86,47158.23
mcht_food_01,food_delivery,2026-06-26,131018.86,9178.48,297.63,2808.32,1310.19,117424.24
mcht_food_02,food_delivery,2026-06-26,186885.24,14094.71,1888.71,3753.47,1868.85,165279.5
mcht_food_03,food_delivery,2026-06-26,282629.12,10853.74,0.0,5452.98,2826.29,263496.11
mcht_food_04,food_delivery,2026-06-26,77197.8,3971.97,0.0,1609.75,771.98,70844.1
mcht_mkt_01,marketplace,2026-06-26,451737.25,24401.27,36477.11,9129.5,4517.37,377212.0
mcht_mkt_02,marketplace,2026-06-26,381159.23,53663.76,21968.85,7889.37,3811.59,293825.66
mcht_mkt_03,marketplace,2026-06-26,1433981.29,50630.87,0.0,31412.7,14339.81,1337597.91
mcht_mkt_04,marketplace,2026-06-26,287252.27,0.0,0.0,5665.73,2872.52,278714.02
mcht_saas_01,saas_subscription,2026-06-26,96458.65,305.3,37.55,1954.28,964.59,93196.93
mcht_saas_02,saas_subscription,2026-06-26,181721.19,478.67,55.88,3688.81,1817.21,175680.62
mcht_saas_03,saas_subscription,2026-06-26,306694.64,845.71,0.0,5906.79,3066.95,296875.19
mcht_saas_04,saas_subscription,2026-06-26,138788.34,0.0,0.0,2640.1,1387.88,134760.36
mcht_saas_05,saas_subscription,2026-06-26,71394.36,0.0,0.0,1476.7,0.0,69917.66
mcht_d2c_01,d2c_ecommerce,2026-06-27,150250.31,0.0,1094.51,3153.51,1502.5,144499.79
mcht_d2c_02,d2c_ecommerce,2026-06-27,494119.93,0.0,2417.06,10015.61,4941.2,476746.06
mcht_d2c_03,d2c_ecommerce,2026-06-27,392129.43,68991.55,2887.41,7853.25,3921.29,308475.93
mcht_d2c_04,d2c_ecommerce,2026-06-27,132051.21,12116.18,810.0,2660.2,1320.51,115144.32
mcht_d2c_05,d2c_ecommerce,2026-06-27,72020.15,17928.38,0.0,1469.14,720.2,51902.43
mcht_food_01,food_delivery,2026-06-27,148124.08,0.0,935.69,2852.77,1481.24,142854.38
mcht_food_02,food_delivery,2026-06-27,261998.43,9958.35,452.59,5130.16,2619.98,243837.35
mcht_food_03,food_delivery,2026-06-27,325147.83,24297.44,3192.47,6661.44,3251.48,287745.0
mcht_food_04,food_delivery,2026-06-27,105361.05,5178.91,0.0,1987.4,1053.61,97141.13
mcht_mkt_01,marketplace,2026-06-27,483889.05,72533.38,0.0,8870.64,4838.89,397646.14
mcht_mkt_02,marketplace,2026-06-27,511317.23,56683.59,9107.56,9232.18,5113.17,431180.73
mcht_mkt_03,marketplace,2026-06-27,1475167.61,0.0,37475.33,31324.0,14751.68,1391616.6
mcht_mkt_04,marketplace,2026-06-27,544086.2,73846.47,0.0,10581.64,5440.86,454217.23
mcht_saas_01,saas_subscription,2026-06-27,92173.98,251.01,0.0,1758.81,921.74,89242.42
mcht_saas_02,saas_subscription,2026-06-27,173065.4,943.74,94.43,3438.65,1730.65,166857.93
mcht_saas_03,saas_subscription,2026-06-27,293551.0,843.38,308.64,6343.48,2935.51,283119.99
mcht_saas_04,saas_subscription,2026-06-27,145007.92,410.82,0.0,3028.68,1450.08,140118.34
mcht_saas_05,saas_subscription,2026-06-27,73831.06,0.0,0.0,1463.27,0.0,72367.79
mcht_d2c_01,d2c_ecommerce,2026-06-28,161949.84,57136.37,486.67,3305.58,1619.5,99401.72
mcht_d2c_02,d2c_ecommerce,2026-06-28,529540.16,0.0,1573.02,10308.48,5295.4,512363.26
mcht_d2c_03,d2c_ecommerce,2026-06-28,471223.85,76079.38,0.0,9477.32,4712.24,380954.91
mcht_d2c_04,d2c_ecommerce,2026-06-28,174679.37,34423.05,364.84,3236.49,1746.79,134908.2
mcht_d2c_05,d2c_ecommerce,2026-06-28,105598.88,0.0,0.0,1996.78,1055.99,102546.11
mcht_food_01,food_delivery,2026-06-28,194994.83,12043.97,868.66,3616.54,1949.95,176515.71
mcht_food_02,food_delivery,2026-06-28,340894.93,10177.74,1295.42,7316.5,3408.95,318696.32
mcht_food_03,food_delivery,2026-06-28,543371.72,16859.73,0.0,10910.65,5433.72,510167.62
mcht_food_04,food_delivery,2026-06-28,147389.19,0.0,0.0,2932.4,1473.89,142982.9
mcht_mkt_01,marketplace,2026-06-28,499333.18,51386.35,46733.42,10077.91,4993.33,386142.17
mcht_mkt_02,marketplace,2026-06-28,398415.03,0.0,11135.35,8563.55,3984.15,374731.98
mcht_mkt_03,marketplace,2026-06-28,1029058.48,0.0,0.0,19032.51,10290.58,999735.39
mcht_mkt_04,marketplace,2026-06-28,419483.16,0.0,0.0,8382.26,4194.83,406906.07
mcht_saas_01,saas_subscription,2026-06-28,91719.86,604.25,0.0,1709.87,917.2,88488.54
mcht_saas_02,saas_subscription,2026-06-28,173296.35,0.0,0.0,3545.15,1732.96,168018.24
mcht_saas_03,saas_subscription,2026-06-28,304795.08,802.07,0.0,6457.35,3047.95,294487.71
mcht_saas_04,saas_subscription,2026-06-28,133961.02,818.64,62.94,2527.25,1339.61,129212.58
mcht_saas_05,saas_subscription,2026-06-28,71149.6,551.01,0.0,1362.62,711.5,68524.47
mcht_d2c_01,d2c_ecommerce,2026-06-29,210916.5,0.0,752.97,4358.89,2109.16,203695.48
mcht_d2c_02,d2c_ecommerce,2026-06-29,823074.81,120701.27,0.0,15090.23,8230.75,679052.56
mcht_d2c_03,d2c_ecommerce,2026-06-29,555070.54,0.0,3582.73,12170.19,5550.71,533766.91
mcht_d2c_04,d2c_ecommerce,2026-06-29,137495.05,0.0,0.0,2757.18,1374.95,133362.92
mcht_d2c_05,d2c_ecommerce,2026-06-29,125399.0,24505.66,0.0,2266.0,1253.99,97373.35
mcht_food_01,food_delivery,2026-06-29,183879.94,0.0,0.0,3897.63,1838.8,178143.51
mcht_food_02,food_delivery,2026-06-29,302906.4,0.0,0.0,6236.79,3029.06,293640.55
mcht_food_03,food_delivery,2026-06-29,469578.73,0.0,629.18,10211.69,4695.79,454042.07
mcht_food_04,food_delivery,2026-06-29,115495.69,4535.14,169.44,2220.02,1154.96,107416.13
mcht_mkt_01,marketplace,2026-06-29,617908.82,0.0,20133.37,12188.6,6179.09,579407.76
mcht_mkt_02,marketplace,2026-06-29,530469.0,34411.34,9268.64,9765.8,5304.69,471718.53
mcht_mkt_03,marketplace,2026-06-29,957629.88,115981.32,0.0,20865.33,9576.3,811206.93
mcht_mkt_04,marketplace,2026-06-29,550264.25,22797.16,14116.33,11379.19,5502.64,496468.93
mcht_saas_01,saas_subscription,2026-06-29,86180.82,266.15,0.0,1818.38,861.81,83234.48
mcht_saas_02,saas_subscription,2026-06-29,163984.86,0.0,133.56,3245.11,1639.85,158966.34
mcht_saas_03,saas_subscription,2026-06-29,270195.0,1787.67,137.78,5886.89,2701.95,259680.71
mcht_saas_04,saas_subscription,2026-06-29,131232.75,420.93,151.01,2797.38,1312.33,126551.1
mcht_saas_05,saas_subscription,2026-06-29,67671.23,0.0,0.0,1235.5,676.71,65759.02
mcht_d2c_01,d2c_ecommerce,2026-06-30,183865.81,14427.0,1098.98,3853.73,1838.66,162647.44
mcht_d2c_02,d2c_ecommerce,2026-06-30,603347.55,36178.51,2674.41,12857.36,6033.48,545603.79
mcht_d2c_03,d2c_ecommerce,2026-06-30,637557.2,99223.82,1497.18,12410.45,6375.57,518050.18
mcht_d2c_04,d2c_ecommerce,2026-06-30,168433.85,17665.37,514.06,3667.96,1684.34,144902.12
mcht_d2c_05,d2c_ecommerce,2026-06-30,99240.33,16899.25,642.02,2032.09,992.4,78674.57
mcht_food_01,food_delivery,2026-06-30,79571.19,3028.17,0.0,1746.81,795.71,74000.5
mcht_food_02,food_delivery,2026-06-30,140254.2,11774.58,0.0,2768.56,1402.54,124308.52
mcht_food_03,food_delivery,2026-06-30,233542.11,16915.85,0.0,4355.81,2335.42,209935.03
mcht_food_04,food_delivery,2026-06-30,66399.41,2363.5,0.0,1407.21,663.99,61964.71
mcht_mkt_01,marketplace,2026-06-30,443243.05,38427.44,12066.14,9322.17,4432.43,378994.87
mcht_mkt_02,marketplace,2026-06-30,217202.38,0.0,14859.05,4778.2,2172.02,195393.11
mcht_mkt_03,marketplace,2026-06-30,1470176.11,127232.23,33642.37,31255.9,14701.76,1263343.85
mcht_mkt_04,marketplace,2026-06-30,432643.39,4718.4,10462.48,8896.69,4326.43,404239.39
mcht_saas_01,saas_subscription,2026-06-30,85274.34,568.55,36.66,1704.32,852.74,82112.07
mcht_saas_02,saas_subscription,2026-06-30,165499.67,1457.81,68.41,3242.9,1655.0,159075.55
mcht_saas_03,saas_subscription,2026-06-30,268671.01,940.28,248.3,5536.73,2686.71,259258.99
mcht_saas_04,saas_subscription,2026-06-30,120216.23,0.0,50.5,2269.26,1202.16,116694.31
mcht_saas_05,saas_subscription,2026-06-30,63085.59,288.29,0.0,1223.92,630.86,60942.52
mcht_d2c_01,d2c_ecommerce,2026-07-01,164537.34,16379.5,1668.52,3455.11,1645.37,141388.84
mcht_d2c_02,d2c_ecommerce,2026-07-01,375174.95,52381.05,2785.32,8163.29,3751.75,308093.54
mcht_d2c_03,d2c_ecommerce,2026-07-01,313635.61,33366.73,1443.06,6828.5,3136.36,268860.96
mcht_d2c_04,d2c_ecommerce,2026-07-01,120266.75,44760.79,436.57,2454.83,1202.67,71411.89
mcht_d2c_05,d2c_ecommerce,2026-07-01,76902.58,9275.46,376.44,1650.21,769.03,64831.44
mcht_food_01,food_delivery,2026-07-01,94700.14,3726.84,457.89,1841.12,947.0,87727.29
mcht_food_02,food_delivery,2026-07-01,168540.28,0.0,1290.41,3562.8,1685.4,162001.67
mcht_food_03,food_delivery,2026-07-01,226156.86,7043.27,2209.78,4341.66,2261.57,210300.58
mcht_food_04,food_delivery,2026-07-01,58192.14,2115.56,319.2,1054.25,581.92,54121.21
mcht_mkt_01,marketplace,2026-07-01,422833.93,29265.25,0.0,9045.1,4228.34,380295.24
mcht_mkt_02,marketplace,2026-07-01,698217.96,16452.25,0.0,14322.08,6982.18,660461.45
mcht_mkt_03,marketplace,2026-07-01,793082.34,0.0,45302.12,14949.05,7930.82,724900.35
mcht_mkt_04,marketplace,2026-07-01,378114.11,33654.7,7423.19,7346.15,3781.14,325908.93
mcht_saas_01,saas_subscription,2026-07-01,96647.15,0.0,77.67,1947.05,966.47,93655.96
mcht_saas_02,saas_subscription,2026-07-01,196963.43,566.6,212.42,3917.11,1969.63,190297.67
mcht_saas_03,saas_subscription,2026-07-01,326710.76,0.0,267.74,6747.13,3267.11,316428.78
mcht_saas_04,saas_subscription,2026-07-01,141239.82,408.97,0.0,2935.93,1412.4,136482.52
mcht_saas_05,saas_subscription,2026-07-01,75388.54,0.0,0.0,1410.1,753.89,73224.55
mcht_d2c_01,d2c_ecommerce,2026-07-02,165717.71,20228.17,547.27,3570.05,1657.18,139715.04
mcht_d2c_02,d2c_ecommerce,2026-07-02,447343.62,48559.54,1495.08,9243.76,4473.44,383571.8
mcht_d2c_03,d2c_ecommerce,2026-07-02,460147.66,54273.91,1638.57,9561.73,4601.48,390071.97
mcht_d2c_04,d2c_ecommerce,2026-07-02,108326.07,0.0,0.0,2125.2,1083.26,105117.61
mcht_d2c_05,d2c_ecommerce,2026-07-02,68320.27,7265.22,810.65,1247.79,683.2,58313.41
mcht_food_01,food_delivery,2026-07-02,102997.81,7369.07,0.0,2210.48,1029.98,92388.28
mcht_food_02,food_delivery,2026-07-02,182723.1,5651.23,517.86,3328.56,1827.23,171398.22
mcht_food_03,food_delivery,2026-07-02,242767.88,0.0,1152.08,5207.25,2427.68,233980.87
mcht_food_04,food_delivery,2026-07-02,66819.83,2264.11,173.12,1379.83,668.2,62334.57
mcht_mkt_01,marketplace,2026-07-02,662859.57,0.0,0.0,12460.74,6628.6,643770.23
mcht_mkt_02,marketplace,2026-07-02,308133.35,0.0,9699.5,5628.05,3081.33,289724.47
mcht_mkt_03,marketplace,2026-07-02,1476632.85,0.0,0.0,27555.13,14766.33,1434311.39
mcht_mkt_04,marketplace,2026-07-02,446795.02,14990.74,0.0,9302.35,4467.95,418033.98
mcht_saas_01,saas_subscription,2026-07-02,94741.57,630.63,36.31,2071.21,947.42,91056.0
